time,number_peaks_per_channel,peaks
1716951074.1764789, 4, 5, 0, 0, 1518.5241904706302, 1523.9899209363946, 1529.0337003573934, 1534.0171506920606, 1540.0662982837855, 1544.9603871371955, 1549.7208803299889, 1554.8214733206742, 1559.965235256261
1716951074.3764758, 4, 5, 0, 0, 1518.5236293140138, 1523.9889789307836, 1529.0337003573934, 1534.0179142468437, 1540.0657210928655, 1544.9582554020437, 1549.720490696372, 1554.8202947907946, 1559.9658274595618
1716951074.4964743, 4, 5, 0, 0, 1518.5225051681834, 1523.9872814765538, 1529.0337003573934, 1534.0169598034834, 1540.0682241428942, 1544.959419028784, 1549.7234148632492, 1554.8183318600024, 1559.9658274595618
1716951074.5964727, 4, 5, 0, 0, 1518.5240034183787, 1523.9893557328883, 1529.0329398970007, 1534.0133291866514, 1540.0661058867643, 1544.9588362660702, 1549.7214647807816, 1554.820686993036, 1559.965235256261
1716951074.7164707, 4, 5, 0, 0, 1518.5225051681834, 1523.9889789307836, 1529.0350279110899, 1534.0177233580766, 1540.0634104472729, 1544.9578681596022, 1549.7228304109858, 1554.8228460314647, 1559.965235256261
1716951074.8164694, 4, 5, 0, 0, 1518.5238163661732, 1523.9880350792707, 1529.0329398970007, 1534.0177233580766, 1540.0661058867643, 1544.9590298875094, 1549.7228304109858, 1554.8222577265433, 1559.9672112043213
1716951074.921468, 4, 5, 0, 0, 1518.5225051681834, 1523.9889789307836, 1529.0342693086952, 1534.0194432301528, 1540.0666849642191, 1544.9638761340461, 1549.7214647807816, 1554.8238284632243, 1559.9664215986193
1716951075.0364661, 4, 5, 0, 0, 1518.5238163661732, 1523.9889789307836, 1529.0323709466882, 1534.016578026472, 1540.0680317453916, 1544.959419028784, 1549.7228304109858, 1554.8228460314647, 1559.9685949515356
1716951075.1364648, 4, 5, 0, 0, 1518.5219440128126, 1523.9889789307836, 1529.0337003573934, 1534.0200158978805, 1540.0666849642191, 1544.959419028784, 1549.7243908613125, 1554.8228460314647, 1559.964445652559
1716951075.2564628, 4, 5, 0, 0, 1518.524005252224, 1523.9893575799579, 1529.0329417563162, 1534.0163871380375, 1540.0663001700311, 1544.9607762791536, 1549.7206874231247, 1554.8202967133543, 1559.9672131396303
1716951075.3764613, 4, 5, 0, 0, 1518.5223199501884, 1523.9887923768692, 1529.0350297704103, 1534.0204014195326, 1540.0661077730092, 1544.9627143988507, 1549.719908156281, 1554.8228479540305, 1559.965237191565
1716951075.4764597, 4, 5, 0, 0, 1518.524192304476, 1523.9910550388122, 1529.0337022167107, 1534.018681545308, 1540.0647609952018, 1544.9623271541739, 1549.721271873772, 1554.8193162086147, 1559.9666209352774
1716951075.5764585, 4, 5, 0, 0, 1518.5221328983976, 1523.9889807778522, 1529.0329417563162, 1534.0181070071174, 1540.0676488367794, 1544.9600017919372, 1549.7222478691358, 1554.8230440557702, 1559.9658293948673
1716951075.6964567, 4, 5, 0, 0, 1518.5232552098332, 1523.9876601248845, 1529.0329417563162, 1534.014476384855, 1540.0659153760355, 1544.9594209270344, 1549.721271873772, 1554.8214752432366, 1559.9691890927013
1716951075.801455, 4, 5, 0, 0, 1518.521945846653, 1523.9899227834655, 1529.034271168014, 1534.01696167494, 1540.0674564394205, 1544.9598081702545, 1549.721466690752, 1554.8263816380654, 1559.967805344433
1716951075.9164534, 4, 5, 0, 0, 1518.521945846653, 1523.9876601248845, 1529.0337022167107, 1534.0194451016152, 1540.0668792476322, 1544.9607762791536, 1549.725561678615, 1554.8202967133543, 1559.9658293948673
1716951076.016452, 4, 5, 0, 0, 1518.5249405139448, 1523.9876601248845, 1529.0329417563162, 1534.015814473019, 1540.0666868504657, 1544.9609699010791, 1549.7222478691358, 1554.8220635475657, 1559.9658293948673
1716951076.13645, 4, 5, 0, 0, 1518.522881105837, 1523.9884155750433, 1529.0329417563162, 1534.014476384855, 1540.0647609952018, 1544.9598081702545, 1549.7249772247324, 1554.8220635475657, 1559.9658293948673
1716951076.2564483, 4, 5, 0, 0, 1518.523068157812, 1523.9899227834655, 1529.0337022167107, 1534.0179161183023, 1540.0641819191935, 1544.9596145486203, 1549.7238083182892, 1554.8234381819657, 1559.9658293948673
1716951076.356447, 4, 5, 0, 0, 1518.5221328983976, 1523.9880369263371, 1529.034271168014, 1534.0181070071174, 1540.0676488367794, 1544.9582573002915, 1549.7230271383326, 1554.8222596491078, 1559.9666209352774
1716951076.4564455, 4, 5, 0, 0, 1518.523068157812, 1523.9876601248845, 1529.0337022167107, 1534.0177252295348, 1540.065530582232, 1544.9631016437218, 1549.7222478691358, 1554.8216713446302, 1559.9666209352774
1716951076.5764437, 4, 5, 0, 0, 1518.523818200018, 1523.9880369263371, 1529.0337022167107, 1534.0161962496504, 1540.0666868504657, 1544.9600017919372, 1549.7247824068693, 1554.8201006123074, 1559.9658293948673
1716951076.6864421, 4, 5, 0, 0, 1518.523068157812, 1523.9897343822497, 1529.0350297704103, 1534.0188724343136, 1540.0701518930746, 1544.9572872963038, 1549.7243927712905, 1554.82265185234, 1559.9680027461336
1716951076.7964406, 4, 5, 0, 0, 1518.524192304476, 1523.9889807778522, 1529.032372806002, 1534.01849065635, 1540.0666868504657, 1544.9619399096912, 1549.7241979535743, 1554.8234381819657, 1559.9672131396303
1716951076.896439, 4, 5, 0, 0, 1518.5245664091183, 1523.9897343822497, 1529.0337022167107, 1534.01829789598, 1540.0668792476322, 1544.9596145486203, 1549.7218582348314, 1554.8228479540305, 1559.9666209352774
1716951077.0164373, 4, 5, 0, 0, 1518.5225070020251, 1523.9906782358673, 1529.034271168014, 1534.01829789598, 1540.065530582232, 1544.9601954136685, 1549.7208822399582, 1554.8214752432366, 1559.967805344433
